Protein_ID,Localizations,Signals,Membrane types,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome,Peripheral,Transmembrane,Lipid anchor,Soluble
Fxa4Bg03149-mRNA-1_Benihoppe_v1,Cell membrane,Transmembrane domain,Transmembrane,0.32839998602867126,0.03200000151991844,0.07720000296831131,0.4357999861240387,0.13740000128746033,0.2240999937057495,0.15690000355243683,0.14219999313354492,0.325300008058548,0.08659999817609787,0.07540000230073929,0.9787999987602234,0.14720000326633453,0.11140000075101852
Fxa5Bg01988-mRNA-1_Benihoppe_v1,Cell membrane,Transmembrane domain,Transmembrane,0.23090000450611115,0.07509999722242355,0.08460000157356262,0.6151999831199646,0.4287000000476837,0.09030000120401382,0.1808999925851822,0.11140000075101852,0.2198999971151352,0.13689999282360077,0.04399999976158142,0.9724000096321106,0.19120000302791595,0.13040000200271606
Fxa6Cg01391-mRNA-1_Benihoppe_v1,Endoplasmic reticulum,,Transmembrane,0.3246999979019165,0.21439999341964722,0.07069999724626541,0.29809999465942383,0.10300000011920929,0.0406000018119812,0.5227000117301941,0.2434999942779541,0.16009999811649323,0.01360000018030405,0.03739999979734421,0.9584000110626221,0.3190999925136566,0.14820000529289246
Fxa2Cg01599-mRNA-1_Benihoppe_v1,Cell membrane,Transmembrane domain,Transmembrane,0.22830000519752502,0.10939999669790268,0.10670000314712524,0.7161999940872192,0.08569999784231186,0.05469999834895134,0.5756999850273132,0.28380000591278076,0.2721000015735626,0.03660000115633011,0.05400000140070915,0.9775999784469604,0.3391999900341034,0.11509999632835388
Fxa2Ag01868-mRNA-1_Benihoppe_v1,Endoplasmic reticulum,Signal peptide,Soluble,0.1120000034570694,0.08229999989271164,0.49059998989105225,0.19789999723434448,0.03440000116825104,0.09679999947547913,0.8424000144004822,0.49810001254081726,0.24629999697208405,0.06300000101327896,0.3052000105381012,0.10189999639987946,0.24140000343322754,0.7357000112533569
Fxa1Bg03423-mRNA-1_Benihoppe_v1,Cell membrane,Transmembrane domain,Transmembrane,0.2773999869823456,0.05959999933838844,0.015699999406933784,0.5896999835968018,0.09960000216960907,0.0737999975681305,0.27630001306533813,0.22849999368190765,0.13570000231266022,0.09549999982118607,0.03689999878406525,0.9758999943733215,0.08990000188350677,0.18400000035762787
Fxa5Dg03404-mRNA-1_Benihoppe_v1,Cell membrane|Lysosome/Vacuole,,Transmembrane,0.2849000096321106,0.1120000034570694,0.05979999899864197,0.7113000154495239,0.0738999992609024,0.2775999903678894,0.3125,0.6668000221252441,0.2833999991416931,0.19300000369548798,0.08070000261068344,0.8977000117301941,0.15129999816417694,0.27410000562667847
Fxa6Dg03789-mRNA-1_Benihoppe_v1,Cell membrane,Transmembrane domain,Transmembrane,0.2232999950647354,0.06350000202655792,0.21050000190734863,0.7710999846458435,0.15559999644756317,0.1348000019788742,0.2671000063419342,0.28299999237060547,0.2020999938249588,0.3343000113964081,0.03929999843239784,0.9699000120162964,0.13109999895095825,0.2159000039100647
Fxa3Cg00716-mRNA-1_Benihoppe_v1,Lysosome/Vacuole,,Transmembrane,0.22050000727176666,0.10279999673366547,0.0340999998152256,0.5594000220298767,0.06750000268220901,0.06759999692440033,0.2596000134944916,0.7810999751091003,0.31540000438690186,0.18330000340938568,0.050700001418590546,0.9605000019073486,0.2581999897956848,0.19419999420642853
Fxa3Bg00731-mRNA-1_Benihoppe_v1,Lysosome/Vacuole,,Transmembrane,0.1817999929189682,0.12520000338554382,0.038600001484155655,0.3529999852180481,0.04659999907016754,0.0608999989926815,0.2797999978065491,0.6559000015258789,0.33809998631477356,0.06340000033378601,0.03280000016093254,0.95660001039505,0.17659999430179596,0.19769999384880066
Fxa3Dg00714-mRNA-1_Benihoppe_v1,Cell membrane,,Transmembrane,0.30889999866485596,0.11680000275373459,0.045899998396635056,0.5325000286102295,0.10440000146627426,0.09179999679327011,0.4345000088214874,0.49880000948905945,0.2994999885559082,0.13519999384880066,0.10490000247955322,0.9469000101089478,0.25220000743865967,0.11659999936819077
Fxa1Ag03542-mRNA-1_Benihoppe_v1,Nucleus,,Transmembrane,0.31779998540878296,0.3601999878883362,0.07190000265836716,0.31139999628067017,0.0934000015258789,0.07840000092983246,0.30970001220703125,0.1152999997138977,0.09350000321865082,0.07159999758005142,0.06019999831914902,0.9388999938964844,0.18389999866485596,0.23749999701976776
Fxa6Ag04863-mRNA-1_Benihoppe_v1,Cytoplasm,,Transmembrane,0.36090001463890076,0.0917000025510788,0.09380000084638596,0.4142000079154968,0.20440000295639038,0.38600000739097595,0.24410000443458557,0.09790000319480896,0.36660000681877136,0.1835000067949295,0.09830000251531601,0.9729999899864197,0.061500001698732376,0.1324000060558319
Fxa1Bg02622-mRNA-1_Benihoppe_v1,Endoplasmic reticulum,,Transmembrane,0.1687999963760376,0.3003999888896942,0.0786999985575676,0.21070000529289246,0.16220000386238098,0.0478999987244606,0.7835999727249146,0.2312999963760376,0.11630000174045563,0.012799999676644802,0.0729999989271164,0.951200008392334,0.1657000035047531,0.19210000336170197
Fxa6Bg00715-mRNA-1_Benihoppe_v1,Lysosome/Vacuole,,Transmembrane,0.2870999872684479,0.16220000386238098,0.04729999974370003,0.5217000246047974,0.07750000059604645,0.05790000036358833,0.46459999680519104,0.6140999794006348,0.3296999931335449,0.11069999635219574,0.09560000151395798,0.9429000020027161,0.39570000767707825,0.10980000346899033
